PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
IP000626,2023-11-23,Hamilton City Council,Hamilton Transport Network Renewals and Maintenance.,This project is a collaborative working agreement to deliver planned maintenance and renewals across the Hamilton Transportation networks.,,Under construction,Funded for delivery,Open,Alliance,Waikato,,,Transport,100 - 250 million,,,,,,,2015-Q3,2024-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786061,175.281503
IP000627,2023-11-23,Hamilton City Council,Hamilton Transport Network Minor Improvements.,This project is the delivery of a programme of transport network safety improvements. intersection upgrades and cycling connectivity projects.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Transport,5 - 25 million,,,,,,,2021-Q3,2024-Q3,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786061,175.281503
IP000630,2023-11-23,Hamilton City Council,Rototuna Village - Stage 1 Roading Works - Hamilton.,This project is to develop new roading connections (extension of Turakina Rise and Borne Brook Ave) through the town centre area to enable further development.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Transport,1 - 5 million,2018-Q3,2019-Q4,2022-Q1,2022-Q1,2022-Q2,2023-Q4,2022-Q1,2023-Q4,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.721104,175.258232
IP000631,2023-11-23,Hamilton City Council,Rototuna Village - Stage 2 Roading and Town Square Development - Hamilton.,This project is the development of a town square area and associated roading including upgrade of North City Road in Rototuna.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Transport,5 - 25 million,2018-Q3,2019-Q4,2022-Q1,2022-Q1,2022-Q2,2023-Q4,2022-Q1,2023-Q4,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.721104,175.258232
IP000633,2023-11-23,Hamilton City Council,Hamilton Borman road to Horsham Downs Road connection  2022-2025.,This project is an extension of an arterial road to complete network connectivity. This includes associated urban upgrades and a new intersection at Horsham Downs Road.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Transport,5 - 25 million,2019-Q4,2020-Q2,2022-Q2,2022-Q3,2022-Q4,2025-Q1,2022-Q4,2025-Q1,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.720495,175.276097
IP000635,2023-11-23,Hamilton City Council,Hamilton two waters network renewals.,Delivery of programme of planned renewals and minor improvements to the wastewater and stormwater reticulation network from 2022 to 2026.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Water,25 - 50 million,,,,,,,2022-Q3,2026-Q2,https://hamilton.govt.nz/strategies-plans-and-projects/projects/,,kelly.stokes@hcc.govt.nz,-37.786061,175.281503
IP000636,2023-11-23,Hamilton City Council,Hamilton Drinking Water Reticulation Network Renewals - 2022 to 2026.,Delivery of programme of planned renewals and minor improvements to the water reticulation network from 2022 to 2026.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Water,5 - 25 million,,,,,,,2022-Q3,2026-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786061,175.281503
IP000637,2023-11-23,Hamilton City Council,Hamilton Eastern Pathways Cycling and Public Transport Network Improvements.,This project is the significant upgrade of primary cycling and public transport corridors on the eastern side of the city including the School Link  City Centre to University Link and other key connections.,,In planning,Funding source confirmed,Open,Design and construct,Waikato,,,Transport,25 - 50 million,,2021-Q4,2022-Q1,2022-Q2,2024-Q3,2026-Q2,2022-Q2,2027-Q3,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.772494,175.293245
IP005483,2023-11-23,Hamilton City Council,Hamilton Water and Wastewater Treatment Plant Renewals and Minor Improvements - 2021 to 2031.,Delivery of programme of planned renewals and minor improvements to the citys water and wastewater treatment plants from 2022 to 2031.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Water,5 - 25 million,,,2021-Q3,2021-Q4,2022-Q1,,2021-Q3,2029-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786061,175.281503
IP005487,2023-11-23,Hamilton City Council,Transportation low cost  low risk minor safety improvements.,Collaborative corridor agreement to deliver minor safety improvements across the citys transportation networks from mid 2022 to mid 2025.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Transport,25 - 50 million,,,2022-Q2,2022-Q2,2022-Q3,2025-Q2,2022-Q3,2025-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786061,175.281503
IP005488,2023-11-23,Hamilton City Council,Hamilton Newcastle Water Reservoir - Pump Station Upgrade.,New pumphouse and pump installation to improve reservoir functionality and network operability.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Water,1 - 5 million,2018-Q3,2019-Q3,2021-Q3,2021-Q4,2022-Q2,2023-Q4,2022-Q1,2023-Q4,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.794385,175.234229
IP005489,2023-11-23,Hamilton City Council,Ruakura Eastern Transport Corridor - Hamilton.,Extend the major arterial road network in Rukaura from the inland port /superhub in the south to Webb Drive in the north  including connection to Fifth Ave cross city connector arterial.,,In planning,Funding source to be confirmed,To be determined,To be determined,Waikato,,,Transport,50 - 100 million,2021-Q3,2024-Q1,2028-Q2,2028-Q3,2028-Q4,2032-Q1,2022-Q1,2032-Q1,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.768204,175.315025
IP005494,2023-11-23,Hamilton City Council,Hamilton City Council Building/Facility Renewals and Upgrade programme- 2023 to 2031.,To deliver programme of works across Hamilton City Councils buildings and facilities from mid 2023 to mid 2031.,,Under construction,Funded for delivery,Open,Design and construct,Waikato,,,Community facilities,50 - 100 million,,,,,,,2023-Q3,2029-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786062,175.281504
IP005495,2023-11-23,Hamilton City Council,Gordonton Road Intersection Upgrades.,Construction of roundabouts at the Gordonton/Darjon & Gordonton Puketaha Intersections.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Transport,5 - 25 million,2018-Q4,2020-Q3,,,2023-Q1,2023-Q4,2020-Q4,2024-Q1,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.739227,175.289163
IP005496,2023-11-23,Hamilton City Council,Hamilton Transport Centre Upgrade.,Upgrade and refurbishment of the existing Hamilton Transport Centre.,,In planning,Funding source confirmed,Limited,Construct only,Waikato,,,Transport,5 - 25 million,,2021-Q3,2023-Q3,2023-Q1,2024-Q1,2024-Q2,2021-Q4,2025-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786352,175.277881
IP005497,2023-11-23,Hamilton City Council,Hamilton Wastewater Treatment Plant - Aeration Basin Retrofits.,Upgrade of existing aeration basins 1-4 over a 3 year period.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Water,1 - 5 million,2020-Q1,2020-Q2,2023-Q1,2023-Q4,2023-Q3,2025-Q4,2022-Q1,2025-Q4,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.730776,175.229162
IP005498,2023-11-23,Hamilton City Council,Hamilton Wastewater Treatment Plant - Inlet Upgrade.,Upgrade of existing plant inlet screening facility and odour control system.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Water,5 - 25 million,2020-Q1,2020-Q2,2023-Q4,2024-Q3,2024-Q3,2025-Q4,2023-Q1,2025-Q3,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.730776,175.229162
IP005499,2023-11-23,Hamilton City Council,Hamilton Wastewater Bulk Storage.,Programme of major wastewater network bulk wet weather storage sites across the city. Concept design and preferred option development from 2021 to 2023 - with staged implementation from 2023 onwards.,,Early planning,Funding source confirmed,To be determined,To be determined,Waikato,,,Water,50 - 100 million,2021-Q3,2023-Q1,2023-Q2,2023-Q4,2024-Q1,2029-Q4,2022-Q1,2029-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786062,175.281504
IP005500,2023-11-23,Hamilton City Council,Hamilton Transport Network Safety and Minor Improvement Programme.,Delivery of a programme of network safety improvements and intersection upgrades from 2022 to 2027.,,In planning,Funded for delivery,Open,Construct only,Waikato,,,Transport,50 - 100 million,,,,,,,2021-Q3,2024-Q3,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786063,175.281505
IP005501,2023-11-23,Hamilton City Council,Hamilton Biking Network Programme.,Significant upgrade of strategic biking and micro-mobility networks across the city (in addition to seprarately identified Eastern Pathways project).,,In planning,Funding source confirmed,Open,Construct only,Waikato,,,Transport,50 - 100 million,2019-Q2,2022-Q3,2023-Q4,2023-Q4,2024-Q1,2029-Q4,2021-Q3,2029-Q4,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786064,175.281506
IP005502,2023-11-23,Hamilton City Council,IAF Hamilton City Active Modes River Crossing.,New ped/cycle bridge across the river - indicatively between Memorial Park and the new Waikato Regional Theatre site  Hamilton City.,,In planning,Funding source confirmed,Open,Early contractor involvement,Waikato,,,Transport,25 - 50 million,,,2023-Q4,2025-Q1,2025-Q3,2027-Q3,2023-Q1,2027-Q4,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.788989,175.287714
IP005503,2023-11-23,Hamilton City Council,Gully Network Erosion Control & Rehabilitation.,Erosion Control programme ($16m+) plus Nature in the City Gully Restoration ($15m+) - combination of landscaping supply & installation and civil works from 2021 to 2031.,,Under construction,Funded for delivery,Selective,To be determined,Waikato,,,Water,25 - 50 million,2020-Q2,,2021-Q3,2031-Q2,2021-Q3,2031-Q2,2021-Q3,2029-Q4,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786064,175.281506
IP005504,2023-11-23,Hamilton City Council,Hamilton Gardens Development- visitor entry precinct.,Programme of upgrades and development at the Hamilton Gardens from 2021 to 2031- with current live project of the Visitor entry precinct.,,Under construction,Funded for delivery,Open,Early contractor involvement,Waikato,,,Community facilities,5 - 25 million,,,2022-Q1,2023-Q2,2023-Q2,2024-Q3,2021-Q3,2029-Q4,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.806342,175.302857
IP005505,2023-11-23,Hamilton City Council,Boyes Park Redevelopment.,Redevelopment of the existing Founders Theatre site in the Hamilton west town belt.,,Under construction,Funded for delivery,Open,Construct only,Waikato,,,Community facilities,1 - 5 million,,,2023-Q2,2023-Q4,2023-Q4,2024-Q2,2022-Q3,2024-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.785097,175.273576
IP005507,2023-11-23,Hamilton City Council,Boundary/Heaphy Intersection Upgrade.,Major upgrade to existing intersection - likely to traffic signals.,,Early planning,Funding source to be confirmed,To be determined,To be determined,Waikato,,,Transport,5 - 25 million,,,,,,,2024-Q3,2027-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.774751,175.284704
IP005509,2023-11-23,Hamilton City Council,Peacocke North-South Wastewater Pipeline.,New strategic wastewater pipe along alignment of the north/south arterial corridor through the Peacocke growth area and incorporation of walking and cycling facilities.,,Under construction,Funded for delivery,Direct,Early contractor involvement,Waikato,,,Water,5 - 25 million,2017-Q3,2018-Q2,2023-Q3,2023-Q1,2023-Q1,2025-Q2,2022-Q3,2026-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.819819,175.31786
IP005510,2023-11-23,Hamilton City Council,Rotokauri Arterial Roading Corridors (designation phase).,New strategic transport corridors enabling further development in the Rotokauri growth area on Hamiltons north-west. Implementation planned between 2028 and 2031.,,In planning,Funding source confirmed,To be determined,To be determined,Waikato,,,Transport,25 - 50 million,2020-Q1,2022-Q2,2028-Q1,2028-Q2,2028-Q3,2031-Q4,2022-Q1,2031-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.750358,175.213815
IP005511,2023-11-23,Hamilton City Council,Rotokauri Greenway and Swale Corridors.,New strategic stormwater floodway and swale enabling further development in the Rotokauri growth area on Hamiltons north-west. Implementation planned between 2028 and 2032.,,In planning,Funding source confirmed,To be determined,To be determined,Waikato,,,Water,25 - 50 million,2020-Q1,2022-Q2,2028-Q1,2028-Q2,2028-Q3,2032-Q4,2022-Q1,2032-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.750358,175.213815
IP008743,2023-11-23,Hamilton City Council,IAF Hamilton City Reservoir Phase 1 & Booster Pump Station.,20+ML Reservoir  booster pump station and network of pipe connection from water treatment plant to downstream water netwrok in Hamilton central city.,,In planning,Funded for delivery,Open,Early contractor involvement,Waikato,,,Water,50 - 100 million,,,2025-Q1,2026-Q1,2026-Q2,2028-Q2,2022-Q4,2028-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,,
IP008744,2023-11-23,Hamilton City Council,IAF Hamilton City Reactive Three Waters Reticulation.,Three waters reticulation and associated works required to enable housing in Hamilton central city. Timing  location and required reticulation will be determined by needs of developments committed under the Hamilton City IAF Funding Agreement.,,Early planning,Funded for delivery,To be determined,To be determined,Waikato,,,Water,5 - 25 million,,,,,,,2022-Q4,2026-Q4,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,,
IP008898,2023-11-23,Hamilton City Council,Transport Choices (CERF).,Programme of works to cover multimodal transport options around Hamilton City as part of Government CERF funding. Plan to procure as 3 bundles of work.,,In procurement,Funded for delivery,Open,Construct only,Waikato,,,Transport,25 - 50 million,2022-Q3,2023-Q2,2023-Q2,2023-Q3,2023-Q3,2024-Q2,2023-Q1,2024-Q2,https://www.hamilton.govt.nz/our-city/city-development/Pages/default.aspx,,kelly.stokes@hcc.govt.nz,-37.786061,175.281503
IP008932,2023-11-23,Hamilton City Council,Museum internal environment Upgrade.,Upgrade of Museum internal environment.,,In planning,Funded for delivery,To be determined,To be determined,Waikato,,,Community facilities,1 - 5 million,,,2024-Q1,2024-Q1,2024-Q2,2024-Q4,2023-Q1,2025-Q2,,,kelly.stokes@hcc.govt.nz,,
IP008933,2023-11-23,Hamilton City Council,Ranfurly Gully Wastewater Renewal.,Removal of failing wastewater pipeline out of the gully to the adjacent street  including reversal of some private drainage.,,In planning,Funded for delivery,Selective,Early contractor involvement,Waikato,,,Water,5 - 25 million,,,2022-Q3,2022-Q4,2023-Q4,2025-Q2,2022-Q1,2025-Q4,,,kelly.stokes@hcc.govt.nz,,
