PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
IP009744,18/07/2023,Thames-Coromandel District Council,Drinking water standards upgrades.,Upgrade of drinking water stations across the Coromandel Peninsula.,,Under Construction,Funded for delivery,Direct,Design and construct,Waikato,,,Water,25 - 50 Million,,,,,2016-Q3,2025-Q2,2016-Q3,2025-Q2,,,,,
IP009745,18/07/2023,Thames-Coromandel District Council,Hāhei extensions: » wastewater.,Expand the existing areas of service for wastewater network for the settlement of Hahei.,,Early Planning,Funding source confirmed,To be determined,Construct only,Waikato,,,Water,1 - 5 Million,,,,,,,2023-Q3,2026-Q2,,,,,
IP009746,18/07/2023,Thames-Coromandel District Council,Hāhei extensions: » water supply.,To develop a new water source for Hahei. This will include an expansion of the existing area of service for the water supply.,,In Planning,Funding source confirmed,To be determined,Construct only,Waikato,,,Water,1 - 5 Million,,,,,,,2024-Q3,2027-Q2,,,,,
IP009747,18/07/2023,Thames-Coromandel District Council,Whitianga wastewater treatment plant improvements: » third reactor.,To ensure continuous operation of Council's wastewater services. Meet our prescrided levels of service and to maintain assets.,,In Planning,Funding source confirmed,To be determined,Construct only,Waikato,,,Water,5 - 25 Million,,,,,,,2024-Q3,2027-Q2,,,,,
IP009748,18/07/2023,Thames-Coromandel District Council,Whitianga wastewater treatment plant improvements: » screw press upgrade.,Installing a new screw press that will increase the processing of the treated sludge from all three reactors.,,Under Construction,Funded for delivery,Direct,Construct only,Waikato,,,Water,< 1 Million,,,,,2022-Q3,2025-Q2,2022-Q3,2025-Q2,,,,,
IP009749,18/07/2023,Thames-Coromandel District Council,Wharekaho water supply extension.,To expand the existing areas of service for water network for the settlement of Wharekaho.,,Early Planning,Funding source confirmed,To be determined,Construct only,Waikato,,,Water,1 - 5 Million,,,,,,,2024-Q3,2027-Q2,,,,,
IP009750,18/07/2023,Thames-Coromandel District Council,Whangamata stormwater improvements.,To inprove the capacity of the existing infrastrcture  upgarding and increasing the pipe network .,,Under Construction,Funded for delivery,Open,Construct only,Waikato,,,Water,5 - 25 Million,,,,,2021-Q3,2024-Q2,2021-Q3,2024-Q2,,,,,
IP009751,18/07/2023,Thames-Coromandel District Council,Thames Albert Street stormwater improvements.,To inprove the capacity of the existing infrastrcture  upgarding and increasing the pipe network .,,Early Planning,Funding source confirmed,To be determined,Construct only,Waikato,,,Water,< 1 Million,,,,,,,2023-Q3,2025-Q2,,,,,
IP009752,18/07/2023,Thames-Coromandel District Council,Pauanui Holland stream improvements: » stormwater.,To improve the stream infrastructure in the area to a agreed level of service standard.,,Under Construction,Funded for delivery,To be determined,Construct only,Waikato,,,Water,5 - 25 Million,,,,,2021-Q3,2025-Q2,2021-Q3,2025-Q2,,,,,
IP009753,18/07/2023,Thames-Coromandel District Council,Thames treatment plant upgrade » wastewater.,To upgrade the existing wastewater treatment plant to increase the treatment capacity.,,Under Construction,Funded for delivery,Direct,Construct only,Waikato,,,Water,1 - 5 Million,,,,,2021-Q3,2025-Q2,2021-Q3,2025-Q2,,,,,
IP009754,18/07/2023,Thames-Coromandel District Council,Matarangi Treatment plant upgrade » wastewater.,To upgrade the existing wastewater treatment plant to increase the capacity of the plant to meet the future demand.,,Under Construction,Funded for delivery,Open,Design and construct,Waikato,,,Water,5 - 25 Million,,,,,2021-Q3,2026-Q2,2021-Q3,2026-Q2,,,,,
IP009755,18/07/2023,Thames-Coromandel District Council,Wharekaho wastewater extension.,To expand the existing areas of service for wastewater network into the settlement of Wharekaho.,,Early Planning,Funding source confirmed,To be determined,Construct only,Waikato,,,Water,1 - 5 Million,,,,,,,2024-Q3,2027-Q2,,,,,
IP009756,18/07/2023,Thames-Coromandel District Council,Cooks Beach wastewater treatment plant upgrade.,To upgrade the existing wastewater treatment plant to increase the capacity of the plant to meet the future demand.,,Under Construction,Funded for delivery,Limited,Construct only,Waikato,,,Water,1 - 5 Million,,,,,2022-Q3,2025-Q2,2022-Q3,2025-Q2,,,,,
IP009757,18/07/2023,Thames-Coromandel District Council,Pauanui and Whangamata centrifuge replacements.,Replace the centrifuges with screw press system.,,Under Construction,Funded for delivery,Selective,Construct only,Waikato,,,Water,1 - 5 Million,,,,,2021-Q3,2023-Q2,2021-Q3,2023-Q2,,,,,
IP009758,18/07/2023,Thames-Coromandel District Council,Wastewater process control upgrade.,Extending the telemetry network to connect more remote stations directly to the process control system. Updating treatment plant and pump station PLC/RTU programming.,,Early Planning,Funding source confirmed,To be determined,Construct only,Waikato,,,Water,1 - 5 Million,,,,,,,2023-Q3,2031-Q2,,,,,
IP009759,18/07/2023,Thames-Coromandel District Council,Thames South water system improvements.,To improve the capability and sustainability of the Thames South water supplies in Matatoki  Puriri  Wharepoa  Hikutaia and the surrounding rural areas.,,Under Construction,Funded for delivery,Open,Construct only,Waikato,,,Water,1 - 5 Million,,,,,2021-Q3,2025-Q2,2021-Q3,2025-Q2,,,,,
IP009760,18/07/2023,Thames-Coromandel District Council,Thames South water - Puriri.,New water treatment plant to cater for growth in the Thames District.,,In Planning,Funded for delivery,Direct,Construct only,Waikato,,,Water,5 - 25 Million,,,,,,,2023-Q3,2025-Q2,,,,,
IP009761,18/07/2023,Thames-Coromandel District Council,Whangamata water system optimisation.,Construct new pipe infrastructure that will improve distribution and balance water supply.,,In Planning,Funded for delivery,To be determined,Construct only,Waikato,,,Water,1 - 5 Million,,,,,,,2024-Q3,2026-Q2,,,,,
IP009762,18/07/2023,Thames-Coromandel District Council,Water process control upgrade.,District wide - Extending the telemetry network to connect more remote stations directly to the process control system. Updating treatment plant and pump station PLC/RTU programming.,,Early Planning,Funded for delivery,To be determined,Construct only,Waikato,,,Water,1 - 5 Million,,,,,2021-Q4,2031-Q2,2021-Q4,2031-Q2,,,,,
IP009763,18/07/2023,Thames-Coromandel District Council,Kōpū marine project.,To construct a fixed piled wharf structure with a T shaped wharf head and concrete floating pontoon.,,Under Construction,Funded for delivery,Open,Construct only,Waikato,,,Community Facilities,5 - 25 Million,,,,,2020-Q3,2024-Q2,2020-Q3,2024-Q2,,,,,
IP009764,18/07/2023,Thames-Coromandel District Council,Moanatairi Coastal protection seawall renewal.,Renewal of the existing seawall structure  and an increased level of service to the stop bank  timber parapet wall and foot path.,,In Planning,Funding source confirmed,To be determined,Construct only,Waikato,,,Environmental,1 - 5 Million,,,,,,,2024-Q3,2027-Q2,,,,,
IP009765,18/07/2023,Thames-Coromandel District Council,Pollen Street infrastructure upgrade - Roading.,Thames town centre upgrade to Stormwater  Wastewater  Water and Roading.,,In Planning,Funded for delivery,Open,Construct only,Waikato,,,Transport,1 - 5 million,,,,,2023-Q1,2026-Q2,2023-Q1,2026-Q2,,,,,
IP009766,18/07/2023,Thames-Coromandel District Council,Pollen Street infrastructure upgrade - Stormwater  Wastewater & Water.,Thames town centre upgrade to Stormwater  Wastewater  Water and Roading.,,In Planning,Funded for delivery,Open,Construct only,Waikato,,,Water,5 - 25 Million,,,,,2023-Q1,2026-Q2,2023-Q1,2026-Q2,,,,,
IP009767,18/07/2023,Thames-Coromandel District Council,Tōtara Valley Road service extensions - Roading.,Upgrade to Totara Valley Road to Stormwater  Wastewater  Water and Roading to cater for growth in Thames.,,In Planning,Funded for delivery,Open,Construct only,Waikato,,,Transport,5 - 25 Million,,,,,2018-Q3,2025-Q2,2018-Q3,2025-Q2,,,,,
IP009768,18/07/2023,Thames-Coromandel District Council,Tōtara Valley Road service extensions - Stormwater  Wastewater & Water.,Upgrade to Totara Valley Road to Stormwater  Wastewater  Water and Roading to cater for growth in Thames.,,In Planning,Funded for delivery,Open,Construct only,Waikato,,,Water,1 - 5 Million,,,,,2018-Q3,2025-Q2,2018-Q3,2025-Q2,,,,,
IP008129,1/09/2023,Department of Internal Affairs,Heke Rua Archives (HRA)  Tāhuhu Programme.,A new purpose-built archives facility in Wellington will house and protect our memory of government and taonga and provide specialist facilities for conservation and digitisation. The building will be connected to the National Library by a link bridge.,,Under construction,Funded for delivery,Selective,Other,Wellington,,,Community facilities,250 - 500 million,,,,,2022-Q1,2025-Q2,2020-Q2,2026-Q1,https://www.archives.govt.nz/tahuhu,,,,
IP008610,1/09/2023,Department of Internal Affairs,Heke Puna Library (HPL) Bridge Enabling Structure  Tāhuhu Programme.,A structure to connect the National Library to the link bridge of the Heke Rua Archives building which enables the transfers between buildings  sharing of specialist facilities and better collaboration.,,Under construction,Funded for delivery,Selective,Early contractor involvement,Wellington,,,Community facilities,5 - 25 million,,,,,2023-Q2,2024-Q4,2022-Q2,2024-Q4,https://www.archives.govt.nz/tahuhu,,,,
IP000185,6/09/2023,Manawatu District Council,Feilding Enabling Growth Infrastructure Project.,The purpose of this project is to develop the required lead infrastructure in Feilding to support and enable residential and industrial growth.,,In procurement,Funding source to be confirmed,To be determined,Construct only,Manawatū - Whanganui,,,Transport,5 - 25 million,,,,,,,2017-Q3,2028-Q2,https://www.mdc.govt.nz/Documents/Plans,,,,
IP000186,6/09/2023,Manawatu District Council,Community Hub/Library Redevelopment.,The project is the redevelopment and upgrade of the existing Feilding Public Library.,,Under construction,Funded for delivery,To be determined,Design and construct,Manawatū - Whanganui,,,Community facilities,5 - 25 million,,,,,2022-Q3,2024-Q2,2017-Q4,2024-Q3,https://www.mdc.govt.nz/Documents/Plans,,,,
IP000189,6/09/2023,Manawatu District Council,Feilding Wastewater Centralisation Project - Sanson  Rongotea  Halcombe  Cheltenham and Kimbolton.,The purpose of this project is to centralise all wastewater treatment plants within Feilding by developing a new network of integrated pipelines and pump stations.,,Under construction,Funded for delivery,To be determined,Construct only,Manawatū - Whanganui,,,Water,5 - 25 million,,,2019-Q4,2020-Q1,2020-Q2,2025-Q2,2017-Q3,2025-Q2,https://www.mdc.govt.nz/Documents/Plans,,,,
IP008715,6/09/2023,Manawatu District Council,Feilding Wastewater Centralisation Project - Sanson.,The purpose of this project is to centralise all wastewater treatment plants within Feilding by developing a new network of integrated pipelines and pump stations. We received funding from NZDF as Ohakea waste will be piped to MWWTP for treatment.,,Under construction,Funded for delivery,To be determined,Construct only,Manawatū - Whanganui,,,Water,5 - 25 million,,,2019-Q4,2020-Q1,2020-Q2,2023-Q4,2017-Q3,2023-Q4,https://www.mdc.govt.nz/Documents/Plans,,,,
IP008716,6/09/2023,Manawatu District Council,Feilding Wastewater Centralisation Project - Rongotea.,The purpose of this project is to centralise all wastewater treatment plants within Feilding by developing a new network of integrated pipelines and pump stations.,,Under construction,Funded for delivery,To be determined,Construct only,Manawatū - Whanganui,,,Water,5 - 25 million,,,2019-Q4,2020-Q1,2020-Q2,2024-Q3,2022-Q3,2024-Q3,https://www.mdc.govt.nz/Documents/Plans,,,,
IP000191,6/09/2023,Manawatu District Council,Feilding Water Resiliance.,The provide water resilience to Feilding by replacing the surface intake at Barrows Road and Almadale treatment plant with a new bore and treatment plant in Feilding. Project will also include a new WTP at Campbell Rd  seismic strengthening of main trunk.,,Under construction,Funded for delivery,To be determined,Design and construct,Manawatū - Whanganui,,,Water,1 - 5 million,2017-Q3,2018-Q3,2019-Q1,2019-Q2,2019-Q2,2025-Q3,2021-Q4,2025-Q3,https://www.mdc.govt.nz/Documents/Plans,,,,
IP008717,19/06/2023,Manawatu District Council,Feilding Water Resiliance - New Bore.,New Feilding bore to replace surface intake.,,Under construction,Funded for delivery,To be determined,Design and construct,Manawatū - Whanganui,,,Water,1 - 5 million,2017-Q3,2018-Q3,2019-Q1,2019-Q2,2019-Q2,2024-Q3,2021-Q4,2024-Q3,https://www.mdc.govt.nz/Documents/Plans,,,,
IP008718,6/09/2023,Manawatu District Council,Feilding Water Resiliance - trunk main.,install rising main from new bore to MacDonald Heights reservoirs.,,In planning,Funded for delivery,To be determined,Design and construct,Manawatū - Whanganui,,,Water,1 - 5 million,2017-Q3,2018-Q3,2019-Q1,2019-Q2,2023-Q3,2024-Q3,2023-Q3,2024-Q3,https://www.mdc.govt.nz/Documents/Plans,,,,
IP000192,6/09/2023,Manawatu District Council,Feilding Water Supply Treatment Upgrades.,The purpose of this project is to renew the aging surface water supply in Feilding via the construction of a new bore and storage reservoir.,,Under construction,Funding source confirmed,To be determined,Design and construct,Manawatū - Whanganui,,,Water,1 - 5 million,,,,2021-Q3,2022-Q2,2025-Q2,2017-Q3,2025-Q2,https://www.mdc.govt.nz/Documents/Plans,,,,
IP000193,6/09/2023,Manawatu District Council,Manawatu District Stormwater Upgrades.,The purpose of this project is to upgrade the existing stormwater systems across the district with a primary focus on the upgrade of existing infrastructure within urban areas.,,Under construction,Funded for delivery,To be determined,Construct only,Manawatū - Whanganui,,,Water,5 - 25 million,,,,,2022-Q2,2024-Q2,2017-Q3,2028-Q2,https://www.mdc.govt.nz/Documents/Plans,,,,
IP000194,6/09/2023,Manawatu District Council,Manawatu District Wastewater Renewals.,The purpose of this project is to renew the existing wastewater infrastructure within the Manawatu District.,,In planning,Funding source to be confirmed,To be determined,Construct only,Manawatū - Whanganui,,,Water,5 - 25 million,,,,,,,2017-Q3,2028-Q2,https://www.mdc.govt.nz/Documents/Plans,,,,
IP000195,6/09/2023,Manawatu District Council,Manawatu Road Maintenance Programme.,This programme includes the maintenance and renewal of the roading network in the Manawatu District.,,Under construction,Funded for delivery,Open,Construct only,Manawatū - Whanganui,,,Transport,100 - 250 million,2017-Q3,2018-Q3,2019-Q3,2019-Q3,2019-Q3,2024-Q2,2021-Q3,2024-Q2,https://www.mdc.govt.nz/Documents/Plans,,,,
IP005899,6/09/2023,Manawatu District Council,Guard rail: various sites.,Low cost  low risk roading improvements: This work category provides for the construction / implementation of low-cost  low-risk improvements to the transport system.,,In procurement,Funded for delivery,Direct,Construct only,Manawatū - Whanganui,,,Transport,< 1 million,,,2023-Q3,2024-Q2,2023-Q3,2024-Q2,2022-Q1,2024-Q2,,,,,
IP005900,6/09/2023,Manawatu District Council,River scour protection: various sites.,Resilience improvements: This work category provides for non-routine work to protect assets from damage.,,Under construction,Funded for delivery,Direct,Construct only,Manawatū - Whanganui,,,Environmental,< 1 million,,,2023-Q3,2023-Q3,2023-Q3,2024-Q2,2021-Q3,2024-Q2,,,,,
IP005901,6/09/2023,Manawatu District Council,Speed Management: various sites.,Road to Zero: This work category provides for the construction / implementation of high priority low-cost  low-risk improvements to the transport system.,,In planning,Funded for delivery,Direct,Construct only,Manawatū - Whanganui,,,Transport,< 1 million,,,,,2024-Q3,2025-Q2,2021-Q3,2025-Q2,,,,,
IP005902,6/09/2023,Manawatu District Council,New footpaths and cycle routes: various sites.,Walking and Cycling Improvements: This work category provides for the construction / implementation of new or improved walking facilities.,,In procurement,Funded for delivery,Direct,Construct only,Manawatū - Whanganui,,,Transport,1 - 5 million,,,,,,,2022-Q1,2024-Q2,,,,,
IP002798,4/09/2023,University of Auckland,New Recreation and Wellness Centre (B310).,The University of Auckland is developing an international quality Recreation and Wellness Centre in the City Campus. The Recreation and Wellness Centre will accommodate several sporting facilities including two sports halls  a swimming pool  squash courts.,,Under construction,Funding source confirmed,Open,Construct only,Auckland,,,Education,250 - 500 million,,,,,2020-Q4,2024-Q2,2020-Q4,2024-Q2,,,,,
