PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
CCC_2214,20/03/2024,Christchurch City Council,WW Duvauchelle Treatment and Disposal Renewal.,Upgrade of wastewater treatment and disposal at Duvauchelle.,,In planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Water,5 - 25 million,,2019-Q3,,,2026-Q4,2028-Q3,2019-Q3,2028-Q3,,,,-43.75069,172.931821
CCC_2356,20/03/2024,Christchurch City Council,Akaroa Wharf Renewal.,The iconic Akaroa Wharf  originally built in 1887  is being replaced as it is nearing the end of its usable life. The new wharf will not be a replica of the existing one but be its own structure – using the best materials available for the conditions  which complement the local environment and take into consideration the longer-term maintenance costs. Working with commercial operators regarding temporary access and operation during the construction period is also part of the scope of works.,,In planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Community facilities,5 - 25 million,,2019-Q3,,,2025-Q1,2026-Q4,2019-Q3,2026-Q4,,,,-43.808858,172.959237
CCC_2598,20/03/2024,Christchurch City Council,Burwood Gas Treatment Plant Renewals.,To ensure gas supplies are available to support energy strategy at Burwood.,,In planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Waste management,1 - 5 million,,2013-Q4,,,2015-Q2,2024-Q2,2013-Q4,2024-Q2,,,,-43.463968,172.707721
CCC_2679,20/03/2024,Christchurch City Council,SW Prestons & Clare Park.,Development of stormwater detention and treatment facilities related to the growth and development of residential subdivisions in the catchment area of Snellings drain.,,Under construction,Funding source confirmed,To be determined,To be determined,Canterbury,,,Water,5 - 25 million,,2013-Q3,,,2015-Q2,2026-Q2,2013-Q3,2026-Q2,,,,-43.487793,172.680822
CCC_3174,20/03/2024,Christchurch City Council,Roydvale  Wairakei & Wooldridge Intersection Safety Improvement.,Upgrade of existing roundabout at Roydvale/Wairaki/Woolridge Intersection to signals. This will mitigate the effects of nearby developments  and increase capacity by managing conflicting movements more efficiently.,,Early planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2014-Q3,,,,2027-Q2,2014-Q3,2027-Q2,,,,-43.489074,172.566036
CCC_3349,20/03/2024,Christchurch City Council,Chokebore Lodge.,Significant repair and strengthening while maintaining as much original fabric as possible.,,Under construction,Funding source confirmed,To be determined,To be determined,Canterbury,,,Community facilities,1 - 5 million,,2014-Q1,,,2020-Q1,2024-Q2,2014-Q1,2024-Q2,,,,-43.531132,172.550974
CCC_3373,20/03/2024,Christchurch City Council,Old Municipal Chambers.,Old Municipal Chambers (Our City  Ōtautahi) is of national significance as the first Queen Anne styled building in New Zealand and was severely damaged in the 2010-2012 Canterbury earthquake sequence.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Community facilities,5 - 25 million,,2015-Q4,,,2021-Q3,2024-Q3,2015-Q4,2024-Q3,,,,-43.530769,172.63357
CCC_9146,20/03/2024,Christchurch City Council,Coastal Pathway.,To provide a 6.5km long coastal pathway that is a multi-functional pathway incorporating walking  cycling  recreation and amenity facilities.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,5 - 25 million,,2013-Q3,,,2015-Q3,2023-Q1,2013-Q3,2023-Q1,,,,-43.564009,172.751088
CCC_9982,20/03/2024,Christchurch City Council,Sumner Road Risk Mitigation (Zone 3A) (HI CSA funded).,The purpose of this project is to mitigate rockfall hazards to pre-quake status enabling the road to then be repaired.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,5 - 25 million,,2015-Q3,,,2017-Q3,2019-Q1,2015-Q3,2019-Q1,,,,-43.603287,172.733378
CCC_11382,20/03/2024,Christchurch City Council,Waikākāriki - Horseshoe Lake Reserve Boardwalks & Track Repairs (Stage 2).,Replacement old earthquake damaged assets in Horseshoe Lake Reserve. This project is for the car park replacement with track upgrades connecting the car park and toilet and removal of a damaged foot bridge.,,In planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Community facilities,1 - 5 million,,2019-Q1,,,2025-Q1,2026-Q2,2019-Q1,2026-Q2,,,,-43.501386,172.668655
CCC_12692,20/03/2024,Christchurch City Council,Belfast Park Cycle & Pedestrian Rail Crossing.,Construction of a safe cycle and pedestrian crossing facility across the rail corridor to allow access from adjacent residential developments to the existing residential  shopping and commercial areas.,,In planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2016-Q3,,,2026-Q1,2026-Q3,2016-Q3,2026-Q3,,,,-43.458466,172.628232
CCC_14700,20/03/2024,Christchurch City Council,Sumner Road Rockfall Mitigation (Zone 3B) (HI CSA funded).,The purpose of this project is to mitigate rockfall hazards to pre-quake status enabling the road to then be repaired.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,5 - 25 million,,2014-Q1,,,2016-Q3,2018-Q2,2014-Q1,2018-Q2,,,,-43.599756,172.743444
CCC_14701,20/03/2024,Christchurch City Council,Sumner Roading (Zone 3B) (HI CSA funded).,The purpose of this project is to mitigate rockfall hazards to pre-quake status enabling the road to then be repaired.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,5 - 25 million,,2015-Q3,,,2018-Q3,2019-Q1,2015-Q3,2019-Q1,,,,-43.598035,172.745757
CCC_14866,20/03/2024,Christchurch City Council,WS Ben Rarere Pump Station Bexley Earthquake Replacement.,To replace the capacity of the earthquake damaged Bexley Pump Station.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Water,5 - 25 million,,2015-Q3,,,2021-Q2,2022-Q3,2015-Q3,2022-Q3,,,,-43.511349,172.697401
CCC_15704,20/03/2024,Christchurch City Council,Tsunami Warning System.,To install an effective tsunami early alerting system where a series of sirens and/or public address speakers can alert those on coastal Christchurch areas.,,In planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Community facilities,1 - 5 million,,2022-Q2,,,2024-Q2,2024-Q4,2022-Q2,2024-Q4,,,,,
CCC_16130,20/03/2024,Christchurch City Council,Citizens' War Memorial Earthquake Repair.,Relocation of the war memorial from cathedral square to a new location.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Community facilities,1 - 5 million,,2014-Q3,,,2021-Q4,2023-Q2,2014-Q3,2023-Q2,,,,-43.530603,172.636898
CCC_16133,20/03/2024,Christchurch City Council,Lancaster Park War Memorial Entrance Gates (Capex).,The War Memorial Entrance Gates at AMI Stadium were damaged in the earthquake. The project to repair the memorial will be undertaken in coordination with the Stadium Demolition Project.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Community facilities,1 - 5 million,,2014-Q3,,,2021-Q4,2023-Q4,2014-Q3,2023-Q4,,,,-43.542367,172.653769
CCC_17043,20/03/2024,Christchurch City Council,Main North Road Corridor Improvement.,Medium to long term improvements to Main North Road corridor to improve travel movements along the corridor.,,Early planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,5 - 25 million,,2024-Q3,,,,2031-Q2,2024-Q3,2031-Q2,,,,-43.497289,172.60814
CCC_17044,20/03/2024,Christchurch City Council,McLeans Island Road Corridor Improvement.,This project is aimed at improving the safety and condition of the Pound Road and McLeans Island Road corridor.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2021-Q4,,,2023-Q1,2024-Q2,2021-Q4,2024-Q2,,,,-43.476618,172.51903
CCC_17051,20/03/2024,Christchurch City Council,Shands Road Improvements.,Shands Rd from SH76 to Sir James Wattie Dr is being upgraded to provide for pedestrian and cyclists as part of an industrial development  with works to include: carriageway widening  kerbs and paths. The project will ensure continuity between developments and existing transport network.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2021-Q4,,,2022-Q1,2023-Q2,2021-Q4,2023-Q2,,,,-43.551165,172.516601
CCC_17057,20/03/2024,Christchurch City Council,Cycle Connections - Rapanui - Shag Rock.,Package of local cycleway improvements and destination links to Rapanui-Shag Rock Major Cycleway Route.,,Early planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2024-Q3,,,,2031-Q2,2024-Q3,2031-Q2,,,,-43.536682,172.677695
CCC_17059,20/03/2024,Christchurch City Council,Cycle Connections - Little River Link.,Package of local cycleway improvements and destination links to Little River Link Major Cycleway Route.,,Early planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2024-Q3,,,,2030-Q2,2024-Q3,2030-Q2,,,,-43.562126,172.566217
CCC_17082,20/03/2024,Christchurch City Council,Main South to South-West Hornby New Link.,Link from Main South Road to new Industrial subdivision South West of Hornby  as well as re-assessment of surrounding network requirements to better reflect adjacent land use.,,Early planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2027-Q3,,,,2029-Q2,2027-Q3,2029-Q2,,,,-43.545937,172.501359
CCC_17112,20/03/2024,Christchurch City Council,Barrington  Lincoln & Whiteleigh Intersection Improvement.,Project to upgrade the intersection of Barrington/Lincoln/Whiteleigh  in order to improve safety.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2015-Q3,,,2022-Q1,2023-Q1,2015-Q3,2023-Q1,,,,-43.545409,172.609
CCC_17144,20/03/2024,Christchurch City Council,Ilam  Middleton & Riccarton Intersection Improvement.,Project to upgrade the intersection of Ilam  Middleton & Riccarton   in order to improve safety.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2016-Q1,,,2021-Q1,2022-Q1,2016-Q1,2022-Q1,,,,-43.531059,172.580155
CCC_17208,20/03/2024,Christchurch City Council,Dyers Pass Corridor Guardrails Installation.,Installation of guardrails on Dyers Pass Road to improve safety.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,5 - 25 million,,2016-Q1,,,2020-Q4,2022-Q4,2016-Q1,2022-Q4,,,,-43.577101,172.630347
CCC_17211,20/03/2024,Christchurch City Council,Dyers Pass Road Pedestrian & Cycle Safety Improvements.,Installation of safety measures on Dyers Pass Road to improve safety for cyclists  pedestrians and motorcyclists.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2015-Q4,,,2020-Q4,2022-Q4,2015-Q4,2022-Q4,,,,-43.577101,172.630347
CCC_17214,20/03/2024,Christchurch City Council,Local Cycleway - Northern Arterial Link Cranford to Rutland Reserve.,New cycle link between Cranford Street and Rutland Street north.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2019-Q1,,,2020-Q3,2021-Q2,2019-Q1,2021-Q2,,,,-43.49897,172.623146
CCC_17875,20/03/2024,Christchurch City Council,WW Cranford Street Pump Station Renewal (PS0058).,Extend the existing wet well to include the dry well  replacement of existing dry mount pumps with submersible pumps and associated upgrades.,,In planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Water,1 - 5 million,,2022-Q4,,,2025-Q1,2026-Q1,2022-Q4,2026-Q1,,,,-43.489871,172.620939
CCC_17876,20/03/2024,Christchurch City Council,WW Locarno Street Pump Station Renewal (PS0020).,Pump station building  wet well and pressure main renewal. Assets at end of useful life and in poor condition.,,Early planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Water,50 - 100 million,,2024-Q3,,,,2038-Q2,2024-Q3,2038-Q2,,,,-43.552598,172.658835
CCC_17885,20/03/2024,Christchurch City Council,WS Eastern Terrace Trunk Main Renewal.,Replacement of the critical water supply trunk main located along Eastern Tce due to the very poor pipe joint condition.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Water,5 - 25 million,,2016-Q3,,,2021-Q4,2023-Q4,2016-Q3,2023-Q4,,,,-43.569042,172.645023
CCC_17924,20/03/2024,Christchurch City Council,WS Averill Street Pump Station Renewal (PS1005).,Replacement of Averill Water Supply Pump Station and associated wells 2  3 and 4 due to age.,,In planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Water,5 - 25 million,,2022-Q2,,,2027-Q1,2028-Q3,2022-Q2,2028-Q3,,,,-43.512749,172.660345
CCC_18336,20/03/2024,Christchurch City Council,Central City Projects - Colombo Street (Bealey to Kilmore).,Road user improvements along part of Colombo Street between Kilmore and Bealey  to connect cycle and bus routes from the central city to the north.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2018-Q4,,,2022-Q1,2022-Q2,2018-Q4,2022-Q2,,,,-43.523766,172.636601
CCC_18338,20/03/2024,Christchurch City Council,Central City Projects - Colombo Street (St Asaph to Moorhouse).,Road user improvements on Colombo Street between St Asaph and Moorhouse to connect cycle and bus routes from the central city to the south.,,Early planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,5 - 25 million,,2024-Q3,,,,2029-Q2,2024-Q3,2029-Q2,,,,-43.537921,172.636607
CCC_18341,20/03/2024,Christchurch City Council,Central City Projects - Ferry Road (St Asaph to Fitzgerald).,Road user improvements on Ferry Road between St Asaph and Fitzgerald to connect cycle and bus routes from the central city to the south-east.,,In planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2016-Q3,,,2027-Q2,2028-Q1,2016-Q3,2028-Q1,,,,-43.537604,172.648023
CCC_18342,20/03/2024,Christchurch City Council,Central City Projects - High Street (Cashel to Tuam).,Road user improvements on High Street between Cashel and Tuam to connect walking and cycling routes in the central city.,,Post implementation,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,5 - 25 million,,2018-Q1,,,2021-Q3,2022-Q2,2018-Q1,2022-Q2,,,,-43.534787,172.640482
CCC_18343,20/03/2024,Christchurch City Council,Central City Projects - High Street (Tuam to St Asaph).,Upgrade of the roadway and footpaths of High Street to the same standard as other inner city streets  including public realm improvements.,,Under construction,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2019-Q1,,,2024-Q1,2024-Q3,2019-Q1,2024-Q3,,,,-43.532884,172.637928
CCC_18361,20/03/2024,Christchurch City Council,Central City Projects - Rolleston Avenue (Hereford to Armagh).,Road user improvements on Rolleston Ave between Hereford and Armagh to connect walking  cycling and PT routes from the central city to the North-West.,,Early planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2024-Q3,,,,2028-Q2,2024-Q3,2028-Q2,,,,-43.530999,172.627596
CCC_18370,20/03/2024,Christchurch City Council,Central City Projects - Gloucester Street (Madras to Manchester).,Road user improvements on Gloucester Street between Madras and Manchester to support vehicular and Public Transport access to the central city from the East.,,Early planning,Funding source confirmed,To be determined,To be determined,Canterbury,,,Transport,1 - 5 million,,2025-Q3,,,,2030-Q2,2025-Q3,2030-Q2,,,,-43.529816,172.641008
