"PrimaryKey","InformationSubmissionQuarter","ProjectName","ProjectStatus","FundingStatus","ProcurementType","ProjectRegion","ProjectCityTown","CommissionAssignedInfrastructureSector","EstimatedProjectValueRange","EstimatedQuarterBusinessCaseStart","EstimatedQuarterBusinessCaseCompletion","EstimatedQuarterConstructionStart","EstimatedQuarterConstructionCompletion","EstimatedQuarterProjectRangeStart","EstimatedQuarterProjectRangeCompletion","complete","completedonorbefore","total_delay","planned_duration","actual_duration","delay_ratio","budget_min","budget_max","funding_status_indicator","project_status_indicator","completed_on_time","ProjectRegionCode","GDP_Start","CPI_Start","GDP_End","CPI_End","GDP_Delta_Percent","CPI_Delta_Percent"
"AKL_20092","2024-Q3","Reynolds Place, Torbay, SW Retic and Flood Mitigation [2589]","In planning","Funding source confirmed","Selective","Auckland","Auckland","Water","1 - 5 million",2016-10-01,2017-10-01,2025-01-01,2025-04-01,2016-10-01,2025-04-01,1,1,0,3104,3104,0,1,5,1,1,1,1,59.027,0.415282,70.79394,2.389024,19.9348433767598,475.277522261981
"AKL_20093","2024-Q3","Hellyers Street 38-72, Birkdale SW upgrade [2481]","In planning","Funding source confirmed","Selective","Auckland","Auckland","Water","1 - 5 million",NA,2017-07-01,2025-07-01,2025-10-01,2017-07-01,2025-10-01,1,1,0,3014,3014,0,1,5,1,1,1,1,60.387,1.742739,71.97811,2.149748,19.194710782122,23.354558542616
"AKL_20094","2024-Q3","Levesque Street 30-32 and Lauderdale Road SW Renewal [2528] [2681]","In planning","Funding source confirmed","Selective","Auckland","Auckland","Water","1 - 5 million",NA,2018-04-01,2025-10-01,2026-01-01,2018-04-01,2026-01-01,1,1,0,2832,2832,0,1,5,1,1,1,1,61.946,1.1,72.54655,2.100296,17.1125657831014,90.936
"AKL_20095","2024-Q3","Anzac St Precinct SW Extension, Flood Mitigation and Environ Improvement [2525]","In planning","Funding source confirmed","To be determined","Auckland","Auckland","Water","5 - 25 million",2016-10-01,2018-04-01,2025-07-01,2025-10-01,2018-04-01,2025-10-01,1,1,0,2740,2740,0,5,25,1,1,1,1,61.946,1.1,71.97811,2.149748,16.1949278403771,95.4316363636364
"AKL_20104","2024-Q3","Becroft Reserve - renew toilets and changing rooms","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","1 - 5 million",2017-10-01,2023-07-01,2024-10-01,2025-04-01,2023-07-01,2025-04-01,1,1,0,640,640,0,1,5,1,1,1,1,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254
"AKL_20178","2024-Q3","Hayman Park Pond [2697]","In planning","Funding source confirmed","To be determined","Auckland","Auckland","Water","5 - 25 million",2019-01-01,2019-10-01,2025-01-01,2026-04-01,2019-01-01,2026-04-01,1,1,0,2647,2647,0,5,25,1,1,1,1,63.672,1.888668,73.10828,2.067911,14.8201407211961,9.49044511793497
"AKL_20204","2024-Q3","6-10 Altona Road Forrest Hill Flood Mitigation [2529]","In planning","Funding source confirmed","Selective","Auckland","Auckland","Water","1 - 5 million",2017-10-01,2017-10-01,NA,NA,2017-10-01,2026-04-01,0,NA,NA,3104,3104,NA,1,5,1,1,NA,1,60.838,1.902399,73.10828,2.067911,20.1687760938887,8.7001727818402
"AKL_20206","2024-Q3","Eastbourne Road Remuera Pipe Diversion [2621]","In planning","Funding source confirmed","To be determined","Auckland","Auckland","Water","5 - 25 million",2016-10-01,2018-04-01,2025-10-01,2026-01-01,2018-04-01,2026-01-01,1,1,0,2832,2832,0,5,25,1,1,1,1,61.946,1.1,72.54655,2.100296,17.1125657831014,90.936
"AKL_20302","2024-Q3","Stanmore Road to Fife Street Stormwater Upgrade  [41] - Larchwood section","In planning","Funding source confirmed","Selective","Auckland","Auckland","Water","1 - 5 million",2011-07-01,2018-01-01,2025-01-01,2025-07-01,2011-07-01,2025-07-01,1,1,0,5114,5114,0,1,5,1,1,1,1,49.738,5.277525,71.39126,2.23914,43.5346415215731,-57.5721574033283
"AKL_20367","2024-Q3","CPT HWBOB: Half Moon Bay Reserve","In planning","Funding source confirmed","Selective","Auckland","Auckland","Community","1 - 5 million",2018-10-01,2018-10-01,NA,2035-04-01,2018-10-01,2035-04-01,1,1,0,6026,6026,0,1,5,1,1,1,1,62.727,1.901299,77.72758,1.99759,23.9140720901685,5.06448486008776
"AKL_20422","2024-Q3","Botanic Gardens - install 2 pans in courtyard toilet block - compliance","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Community","< 1 million",2018-07-01,2019-10-01,2020-04-01,2020-07-01,2019-10-01,2020-07-01,1,1,0,274,274,0,1,1,0,0,1,1,64.868,1.464844,58.01,1.453488,-10.5722390084479,-0.77523613435971
"AKL_20433","2024-Q3","Brains Park - upgrade park amenities","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2023-10-01,2024-04-01,2025-07-01,2025-07-01,2024-04-01,2025-07-01,1,1,0,456,456,0,1,1,1,0,1,1,69.40367,4.013946,71.39126,2.23914,2.86381109241053,-44.2159909475613
"AKL_20445","2024-Q3","Clarks Beach and adjoining accesses - renew steps and fences","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2018-04-01,2019-04-01,2025-04-01,2025-04-01,2019-04-01,2025-04-01,1,1,0,2192,2192,0,1,1,1,1,1,1,64.14,1.48368,70.79394,2.389024,10.3740879326473,61.0201660735468
"AKL_20464","2024-Q3","East View Reserve - upgrade neighbourhood park","In planning","Funding source confirmed","Selective","Auckland","Auckland","Community","1 - 5 million",2018-07-01,2018-10-01,2024-07-01,2025-04-01,2018-10-01,2025-04-01,1,1,0,2374,2374,0,1,5,1,1,1,1,62.727,1.901299,70.79394,2.389024,12.8603950451959,25.6521988387939
"AKL_20567","2024-Q3","Manurewa Community Centre development","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Community","1 - 5 million",2023-10-01,2024-07-01,2024-10-01,2025-04-01,2024-07-01,2025-04-01,1,1,0,274,274,0,1,5,1,0,1,1,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062
"AKL_20570","2024-Q3","Maraetai Park - upgrade junior play space","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2020-04-01,2020-07-01,2025-01-01,2025-04-01,2020-07-01,2025-04-01,1,1,0,1735,1735,0,1,1,1,1,1,1,58.01,1.453488,70.79394,2.389024,22.0374762971902,64.3648932774127
"AKL_20596","2024-Q3","Northcote War Memorial Hall - renew heritage facility","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2018-07-01,2021-10-01,2025-01-01,2025-01-01,2021-10-01,2025-01-01,1,1,0,1188,1188,0,1,1,1,1,1,1,65.62,4.933586,70.23492,2.514151,7.03279487960987,-49.0400897035138
"AKL_20637","2024-Q3","Pukekohe War Memorial Town Hall - renew heritage assets","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","5 - 25 million",2018-07-01,2020-04-01,2024-07-01,2026-01-01,2020-04-01,2026-01-01,1,1,0,2101,2101,0,5,25,1,1,1,1,64.568,2.534113,72.54655,2.100296,12.3568176186346,-17.1190866389936
"AKL_20645","2024-Q3","Rakino Hall relocation - Rakino Island","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2018-10-01,2022-07-01,2026-01-01,2027-01-01,2022-07-01,2027-01-01,1,1,0,1645,1645,0,1,1,1,1,1,1,68.588,7.301294,74.70523,2.022161,8.9188050387823,-72.3040737710329
"AKL_20663","2024-Q3","Rogers Park - renew playground","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2019-07-01,2019-07-01,2025-07-01,2025-01-01,2019-07-01,2025-01-01,1,1,0,2011,2011,0,1,1,1,1,1,1,64.324,1.674877,70.23492,2.514151,9.18929171071451,50.1095901370668
"AKL_20689","2024-Q3","Te Uru Tapu / Sacred Grove Takapuna Beach Development Plan - develop concept design","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","1 - 5 million",2018-07-01,2024-01-01,2025-07-01,2026-07-01,2024-01-01,2026-07-01,1,1,0,912,912,0,1,5,1,1,1,1,69.307,4.655029,73.65541,2.048457,6.27412815444328,-55.9947532013227
"AKL_21882","2024-Q3","Sunkist Bay Reserve - renew seawall","In planning","Funding source confirmed","Limited","Auckland","Auckland","Water","1 - 5 million",2018-07-01,2019-01-01,2025-07-01,2026-10-01,2019-01-01,2026-10-01,1,1,0,2830,2830,0,1,5,1,1,1,1,63.672,1.888668,74.1876,2.0319,16.5152657369016,7.58375744175259
"AKL_22057","2024-Q3","Sunnyfield Crescent SW Network Upgrade [2591]","In planning","Funding source confirmed","Selective","Auckland","Auckland","Water","1 - 5 million",NA,2018-07-01,2024-10-01,2025-10-01,2018-07-01,2025-10-01,1,1,0,2649,2649,0,1,5,1,1,1,1,62.626,1.5,71.97811,2.149748,14.9332705266183,43.3165333333333
"AKL_22059","2024-Q3","Bracken and Tennyson Avenue Network Options [2640]","Early planning","Funding source confirmed","Selective","Auckland","Auckland","Water","1 - 5 million",2018-07-01,2018-07-01,NA,2035-04-01,2018-07-01,2035-04-01,1,1,0,6118,6118,0,1,5,1,0,1,1,62.626,1.5,77.72758,1.99759,24.1139143486731,33.1726666666667
"AKL_22154","2024-Q3","47 Teal Crescent Beach Haven SW Renewal [2636]","In planning","Funding source confirmed","Selective","Auckland","Auckland","Water","1 - 5 million",NA,2018-07-01,2025-01-01,2025-04-01,2018-07-01,2025-04-01,1,1,0,2466,2466,0,1,5,1,1,1,1,62.626,1.5,70.79394,2.389024,13.0424105004311,59.2682666666667
"AKL_22284","2024-Q3","(OLI) Ponsonby Park - develop civic park space","In planning","Funding source confirmed","Selective","Auckland","Auckland","Community","5 - 25 million",2019-07-01,2023-01-01,2024-07-01,2025-01-01,2023-01-01,2025-01-01,1,1,0,731,731,0,5,25,1,1,1,1,69.505,7.219251,70.23492,2.514151,1.05016905258615,-65.1743511896179
"AKL_23085","2024-Q3","City Centre, Nelson Street Laneway Project","In planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","5 - 25 million",2018-10-01,2021-01-01,2024-07-01,2026-07-01,2021-01-01,2026-07-01,1,1,0,2007,2007,0,5,25,1,1,1,1,66.279,1.436782,73.65541,2.048457,11.1293320659636,42.5725684202614
"AKL_23310","2024-Q3","57A Godley Road Stream Bank Stabilisation [2677]","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Water","< 1 million",NA,2024-07-01,2025-10-01,2026-01-01,2024-07-01,2026-01-01,1,1,0,549,549,0,1,1,1,0,1,1,69.52124,3.42672,72.54655,2.100296,4.35163411929935,-38.7082691319979
"AKL_23663","2024-Q3","Harry James Reserve - renew playspace, pathways, carpark and drainage","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2018-07-01,2018-10-01,2024-07-01,2024-10-01,2018-10-01,2024-10-01,1,1,0,2192,2192,0,1,1,1,1,1,1,62.727,1.901299,69.83852,2.715554,11.3372550895149,42.8262466871334
"AKL_23793","2024-Q3","Ahuroa Hall - refurbish facility","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2023-10-01,2024-04-01,2025-01-01,2027-04-01,2024-04-01,2027-04-01,1,1,0,1095,1095,0,1,1,1,1,1,1,69.40367,4.013946,75.21558,2.014421,8.37406725033416,-49.8144469307758
"AKL_23799","2024-Q3","Dinning Road Esplanade Reserve, Riverhead - develop toilet facilities","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Community","< 1 million",2020-04-01,2025-01-01,2027-01-01,2027-04-01,2025-01-01,2027-04-01,1,1,0,820,820,0,1,1,0,0,1,1,70.23492,2.514151,75.21558,2.014421,7.0914297332438,-19.8766899840145
"AKL_23869","2024-Q3","Blockhouse Bay Recreational Reserve - renew amenity block on Rathlin Road","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2021-10-01,2024-07-01,2025-10-01,2026-01-01,2024-07-01,2026-01-01,1,1,0,549,549,0,1,1,1,1,1,1,69.52124,3.42672,72.54655,2.100296,4.35163411929935,-38.7082691319979
"AKL_23897","2024-Q3","Orewa Holiday Park - renew cabins","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2022-10-01,2024-01-01,2026-04-01,2026-10-01,2024-01-01,2026-10-01,1,1,0,1004,1004,0,1,1,1,1,1,1,69.307,4.655029,74.1876,2.0319,7.04200152942704,-56.3504330477855
"AKL_23898","2024-Q3","Tahurangi Crum Park - renew sports field 1","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2023-07-01,2024-01-01,2026-01-01,2027-04-01,2024-01-01,2027-04-01,1,1,0,1186,1186,0,1,1,1,1,1,1,69.307,4.655029,75.21558,2.014421,8.52522833191453,-56.7259194303623
"AKL_23911","2024-Q3","Henderson-Massey - renew amenity lighting","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2024-07-01,2024-07-01,2025-01-01,2026-04-01,2022-07-01,2026-04-01,1,1,0,1370,1370,0,1,1,1,0,1,1,68.588,7.301294,73.10828,2.067911,6.59048230011081,-71.6774725137763
"AKL_23954","2024-Q3","Hibiscus and Bays - develop dog parks","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2019-07-01,2024-07-01,2025-01-01,2025-04-01,2024-07-01,2025-04-01,1,1,0,274,274,0,1,1,1,0,1,1,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062
"AKL_23962","2024-Q3","Sunnynook Park - develop and renew skate facilities","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2019-07-01,2021-04-01,2024-10-01,2025-01-01,2021-04-01,2025-01-01,1,1,0,1371,1371,0,1,1,1,1,1,1,67.481,1.520913,70.23492,2.514151,4.08103021591264,65.3053790716497
"AKL_23970","2024-Q3","Martins Bay Holiday Park - renew fixed accommodation","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Community","< 1 million",2022-07-01,2022-07-01,2023-04-01,2024-04-01,2022-07-01,2024-04-01,1,1,0,640,640,0,1,1,0,0,1,1,68.588,7.301294,69.40367,4.013946,1.18923135242318,-45.0241833844795
"AKL_23975","2024-Q3","Whangateau Holiday Park - replace caravans","In planning","Funding source confirmed","Limited","Auckland","Auckland","Industrial and Commercial","< 1 million",2021-07-01,2021-07-01,2024-07-01,NA,2021-07-01,2025-07-01,0,NA,NA,1461,1461,NA,1,1,1,1,NA,1,68.294,3.342884,71.39126,2.23914,4.53518610712509,-33.017717635431
"AKL_24008","2024-Q3","Epsom Community Library Manukau Road - comprehensive renewal","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2021-07-01,2021-07-01,2025-01-01,2026-04-01,2021-07-01,2026-04-01,1,1,0,1735,1735,0,1,1,1,1,1,1,68.294,3.342884,73.10828,2.067911,7.04934547690866,-38.1399115254971
"AKL_24021","2024-Q3","Clendon Park Community House (60R Finlayson Road) - refurbish the facility","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2020-10-01,2021-01-01,2024-07-01,2024-10-01,2021-01-01,2024-10-01,1,1,0,1369,1369,0,1,1,1,1,1,1,66.279,1.436782,69.83852,2.715554,5.37050951281704,89.0025069913181
"AKL_24051","2024-Q3","Sandringham Community Centre - renew - interior and exterior","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2021-07-01,2021-10-01,2025-10-01,2026-01-01,2021-10-01,2026-01-01,1,1,0,1553,1553,0,1,1,1,1,1,1,65.62,4.933586,72.54655,2.100296,10.555547089302,-57.428612777805
"AKL_24130","2024-Q3","Green Bay Domain - renew amenity block","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2022-07-01,2022-10-01,2024-10-01,2024-10-01,2022-10-01,2024-10-01,1,1,0,731,731,0,1,1,1,1,1,1,69.816,7.233273,69.83852,2.715554,0.0322562163400941,-62.4574656590454
"AKL_24134","2024-Q3","Johnson Reserve - upgrade neighbourhood park","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Community","1 - 5 million",2022-04-01,2024-07-01,2025-10-01,2026-04-01,2024-07-01,2026-04-01,1,1,0,639,639,0,1,5,1,0,1,1,69.52124,3.42672,73.10828,2.067911,5.15963179022697,-39.6533419713312
"AKL_24239","2024-Q3","Taurima Reserve - redevelop park playspace","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2023-10-01,2024-04-01,2025-04-01,2025-10-01,2024-04-01,2025-10-01,1,1,0,548,548,0,1,1,1,1,1,1,69.40367,4.013946,71.97811,2.149748,3.70937156493309,-46.4430263884965
"AKL_24253","2024-Q3","Kiwi Esplanade - renew western and eastern seawalls","In planning","Funding source confirmed","Limited","Auckland","Auckland","Water","< 1 million",2022-01-01,2024-04-01,2025-01-01,2025-10-01,2021-10-01,2025-10-01,1,1,0,1461,1461,0,1,1,1,1,1,1,65.62,4.933586,71.97811,2.149748,9.68928680280402,-56.4262587091823
"AKL_24287","2024-Q3","Open space buildings - renew - FY22/23 to FY24/25 Puketāpapa","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2019-07-01,2024-07-01,2024-10-01,2025-10-01,2024-07-01,2025-10-01,1,1,0,457,457,0,1,1,1,1,1,1,69.52124,3.42672,71.97811,2.149748,3.53398472179149,-37.2651398421814
"AKL_24300","2024-Q3","Open space carparks and park roads - renew - FY24/25 to FY26/27 Puketāpapa","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2019-07-01,2024-07-01,2024-10-01,2025-04-01,2024-07-01,2025-04-01,1,1,0,274,274,0,1,1,0,0,1,1,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062
"AKL_24312","2024-Q3","Open space structures in parks - renew - FY23/24 to FY24/25 Puketāpapa","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2022-10-01,2024-07-01,2024-10-01,2026-01-01,2024-07-01,2026-01-01,1,1,0,549,549,0,1,1,1,1,1,1,69.52124,3.42672,72.54655,2.100296,4.35163411929935,-38.7082691319979
"AKL_24326","2024-Q3","Ranui Domain - upgrade playground, park furniture and footpath connections","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2022-07-01,2023-04-01,2024-10-01,2025-01-01,2023-04-01,2025-01-01,1,1,0,641,641,0,1,1,1,1,1,1,69.266,6.654991,70.23492,2.514151,1.3988392573557,-62.2215717496838
"AKL_24328","2024-Q3","Te Matariki Clendon Community Centre and Library - comprehensive renewal","In planning","Funding source confirmed","Selective","Auckland","Auckland","Community","1 - 5 million",2023-10-01,2023-10-01,2024-04-01,2024-10-01,2023-10-01,2024-10-01,1,1,0,366,366,0,1,5,1,1,1,1,69.371,5.649241,69.83852,2.715554,0.673941560594496,-51.9306398859599
"AKL_24349","2024-Q3","Te Rangi Hiroa/Birdwood Winery - refurbish winery building","In planning","Funding source confirmed","Limited","Auckland","Auckland","Industrial and Commercial","1 - 5 million",2020-07-01,2021-01-01,2024-07-01,2025-10-01,2021-01-01,2025-10-01,1,1,0,1734,1734,0,1,5,1,1,1,1,66.279,1.436782,71.97811,2.149748,8.59866624421009,49.6224201027017
"AKL_24373","2024-Q3","Shepherds Park - investigate and prioritise actions to upgrade areas into a nature play park","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","< 1 million",2021-10-01,2024-01-01,2024-10-01,2025-01-01,2024-01-01,2025-01-01,1,1,0,366,366,0,1,1,1,1,1,1,69.307,4.655029,70.23492,2.514151,1.33885466114534,-45.9906479637399
"AKL_24393","2024-Q3","Stanmore Bay Pools & Leisure Centre - boiler phase out","In planning","Funding source confirmed","Limited","Auckland","Auckland","Energy","< 1 million",2022-04-01,2022-07-01,2024-07-01,2024-07-01,2022-07-01,2024-07-01,1,1,0,731,731,0,1,1,1,1,1,1,68.588,7.301294,69.52124,3.42672,1.36064617717387,-53.0669495023759
"AKL_24480","2024-Q3","Wellsford Centennial Park - renew major assets","In planning","Funding source confirmed","Limited","Auckland","Auckland","Community","1 - 5 million",2021-07-01,2022-04-01,2024-10-01,2028-04-01,2022-04-01,2028-04-01,1,1,0,2192,2192,0,1,5,1,1,1,1,67.898,6.928839,77.22976,1.996746,13.7437921588265,-71.1820984727744
"AKL_25131","2024-Q3","Daffodil Street / Waerenga Place Flooding Mitigation","Early planning","Funding source confirmed","Selective","Auckland","Auckland","Water","1 - 5 million",2019-04-01,2021-01-01,NA,2027-04-01,2021-01-01,2027-04-01,1,1,0,2281,2281,0,1,5,1,0,1,1,66.279,1.436782,75.21558,2.014421,13.4832752455529,40.2036634646035
"AKL_25142","2024-Q3","CPT HWBOB: Edith Hopper [2704]","In planning","Funding source confirmed","Selective","Auckland","Auckland","Community","1 - 5 million",2018-10-01,2019-01-01,2025-10-01,2027-01-01,2019-01-01,2027-01-01,1,1,0,2922,2922,0,1,5,1,1,1,1,63.672,1.888668,74.70523,2.022161,17.3282290488755,7.06810302287115
